公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,来源网站,记录时间,_url,
无锡新区康兰五金商行,中国 江苏 无锡市 金城东路299号五洲国际工业博览城43栋107号,86-0510-88237872,"吊装带 , 安全带 ,  吊绳  , 电动葫芦 , 安全绳 , 起重配件 ,  五金 ",未提供,13952478380,,,214000,,,,,,"法人名称：无锡新区康兰五金商行主要经营产品：吊装带 , 安全带 ,  吊绳  , 电动葫芦 , 安全绳 , 起重配件 ,  五金 经营状态：在业所属分类：索具公司所属城市：无锡企业网顺企编码：13838478",,https://www.11467.com/wuxi/co/198255.htm,
泰州市高港区港泰起重设备厂,泰州 泰州市高港区育才路1号 - ,13382460766,"钢板起重钳 , 高强合成纤维吊装带 , 高强酸洗吊装带 , 尼龙吊装带 , 尼龙吊装绳 , 成套吊索 ",戴志峰,13838182904,,,http//:www.tzgt.com,泰州企业网 高港区 ,,,,,"法人名称：泰州市高港区港泰起重设备厂主要经营产品：钢板起重钳 , 高强合成纤维吊装带 , 高强酸洗吊装带 , 尼龙吊装带 , 尼龙吊装绳 , 成套吊索 营业执照号码：3212113040179发证机关：泰州市高港工商行政管理局经营状态：注销注销时间：2013-09-18所属分类：索具公司所属城市：泰州企业网 高港区 顺企编码：12489335",,https://www.11467.com/taizhoushi/co/4868.htm,
泰州宏力公司,中国 江苏 泰州市 泰州田河工业园,86-0523-6939692,"吊装带 , 安全网 ",未提供,13951161452,,,225300,,,,,,"法人名称：泰州宏力公司主要经营产品：吊装带 , 安全网 经营状态：在业所属分类：索具公司所属城市：泰州企业网顺企编码：12487969",,https://www.11467.com/taizhoushi/co/27063.htm,
泰州宏力绳网带索具有限公司一部,中国 江苏 泰州市高港区 江苏省泰州市口岸工业园区远东大道1号,86-0523-86939692,"安全绳 , 吊装带 , 安全网 , 吊篮专用大绳 ,  卸扣  , 锦纶编织绳 ",未提供,13615192158,,,225300,,,,,,"法人名称：泰州宏力绳网带索具有限公司一部主要经营产品：安全绳 , 吊装带 , 安全网 , 吊篮专用大绳 ,  卸扣  , 锦纶编织绳 经营状态：在业所属分类：安全带、安全绳公司所属城市：泰州企业网 高港区 高港区口岸顺企编码：12487834",,https://www.11467.com/taizhoushi/co/31834.htm,
泰州宏力绳网带公司,中国 江苏 泰州市 泰州田河工业园,86-0523-6939692,"吊装带 , 安全网 ",未提供,13952635387,,,225300,,,,,,"法人名称：泰州宏力绳网带公司主要经营产品：吊装带 , 安全网 经营状态：在业所属分类：索具公司所属城市：泰州企业网顺企编码：12487833",,https://www.11467.com/taizhoushi/co/27054.htm,
泰州市正大纺织厂,中国 江苏 泰州市高港区 泰州市高港区永安镇电厂路,86-0523-86921889,"丝  ,  线  ,  绳  ,  带  , 吊装带 , 安全网 , 包装带 ,  吊绳  ,  织带 ",未提供,13776698448,,,225300,,,,,,"法人名称：泰州市正大纺织厂主要经营产品：丝  ,  线  ,  绳  ,  带  , 吊装带 , 安全网 , 包装带 ,  吊绳  ,  织带 经营状态：在业所属分类：纺织品加工公司所属城市：泰州企业网 高港区 顺企编码：12487464",,https://www.11467.com/taizhoushi/co/32387.htm,
泰州宏力绳网带索具集团公司,中国 江苏 泰州市 泰州田河工业园,86-0523-6939692,"吊装带 , 安全网 ",未提供,13815959965,,,225300,,,,,,"法人名称：泰州宏力绳网带索具集团公司主要经营产品：吊装带 , 安全网 经营状态：在业所属分类：索具公司所属城市：泰州企业网顺企编码：12486930",,https://www.11467.com/taizhoushi/co/31355.htm,
泰州市全力吊索织造厂,中国 江苏 泰州市 永安工业园标准厂房区,86-0523-86927755,"吊带  , 吊装带 , 捆绑带 ,  吊绳  ,  吊网  , 钢丝绳 ,  软梯  , 收紧器 ,  织带  ,  挂钩 ",未提供,13815996488,,,sales@taizhou-quanli.com,,,,,,"法人名称：泰州市全力吊索织造厂主要经营产品：吊带  , 吊装带 , 捆绑带 ,  吊绳  ,  吊网  , 钢丝绳 ,  软梯  , 收紧器 ,  织带  ,  挂钩 经营状态：在业工厂官网：http://http://www.ta所属分类：其他包装设备公司所属城市：泰州企业网顺企编码：12486792",,https://www.11467.com/taizhoushi/co/26147.htm,
泰州市飞达尼龙绳网带厂 泰州市集成织造厂,中国 江苏 泰州市 江苏省泰州市高港区口岸镇集成3#-21#,86-0523-6939800,"各种规格纤维吊装带  , 尼龙绳 , 复合钢丝绳 , 安全网 , 安全带 , 起重链条 ,  吊索具及工具等 ",未提供,13801436457,,,225322,,,,,,"法人名称：泰州市飞达尼龙绳网带厂 泰州市集成织造厂主要经营产品：各种规格纤维吊装带  , 尼龙绳 , 复合钢丝绳 , 安全网 , 安全带 , 起重链条 ,  吊索具及工具等 经营状态：在业所属分类：五金其他未分类公司所属城市：泰州企业网 高港区 高港区口岸顺企编码：12485714",,https://www.11467.com/taizhoushi/co/31433.htm,
泰州市亚太吊具有限公司供应部,中国 江苏 泰州市 泰州市高港区口岸镇田河振新北路１号,86-0523-6939368,"吊具  , 吊装带 , 吊装索具 , 吊装工具 , 钢丝复合吊绳 ,  管带  ,  软梯  , 绝缘绳 , 吊装带 ,  吊钩  , 安全网 ",未提供,13952698906,,,225321,,,,,,"法人名称：泰州市亚太吊具有限公司供应部主要经营产品：吊具  , 吊装带 , 吊装索具 , 吊装工具 , 钢丝复合吊绳 ,  管带  ,  软梯  , 绝缘绳 , 吊装带 ,  吊钩  , 安全网 经营状态：在业所属分类：矿业装卸设备公司所属城市：泰州企业网 高港区 高港区口岸顺企编码：12484658",,https://www.11467.com/taizhoushi/co/29072.htm,
泰州吊索具门市部,中国 江苏 泰州市 江苏省泰州市江圣新村9号,86-0523-6919000,"柔性吊装带 , 扁平吊带 , 钢丝绳吊索具系列 , 起重链条系列 , 安全网 , 安全带系列等等  , 扁平吊带 ",未提供,13852611609,,,225422,,,,,,"法人名称：泰州吊索具门市部主要经营产品：柔性吊装带 , 扁平吊带 , 钢丝绳吊索具系列 , 起重链条系列 , 安全网 , 安全带系列等等  , 扁平吊带 经营状态：在业所属分类：矿业输送设备公司所属城市：泰州企业网顺企编码：12482855",,https://www.11467.com/taizhoushi/co/29074.htm,
泰州市利达绳业有限公司销售1部,中国 江苏 泰州市高港区 泰州市高港区田河振兴南路145#,86-0523-86931270,"收紧器 , 引纸绳 , 注塑钢丝绳 , 电缆网套 , 尼龙吊装绳 ,  绳网  , 安全网 , 吊装带 ,  吊具  , 钢板起重钳 ",未提供,15952610998,,,225300,,,,,,"法人名称：泰州市利达绳业有限公司销售1部主要经营产品：收紧器 , 引纸绳 , 注塑钢丝绳 , 电缆网套 , 尼龙吊装绳 ,  绳网  , 安全网 , 吊装带 ,  吊具  , 钢板起重钳 经营状态：在业所属分类：其他行业专用设备公司所属城市：泰州企业网 高港区 顺企编码：12481841",,https://www.11467.com/taizhoushi/co/30139.htm,
泰州市利达绳业有限公司销售部,中国 江苏 泰州市 田河振兴南路145号,86-0523-6933399,"各类规格钢丝吊装绳  ,  软梯  ,  网带  , 起重吊链 , 吊环钩 , 尼龙绳 , 吊夹具 ,  化纤橡胶复合型吊带 ",未提供,13815969972,,,225322,,,,,,"法人名称：泰州市利达绳业有限公司销售部主要经营产品：各类规格钢丝吊装绳  ,  软梯  ,  网带  , 起重吊链 , 吊环钩 , 尼龙绳 , 吊夹具 ,  化纤橡胶复合型吊带 经营状态：在业所属分类：缆绳、锚绳公司所属城市：泰州企业网顺企编码：12481583",,https://www.11467.com/taizhoushi/co/31753.htm,
泰州市力夫特绳网带厂（销售部）,中国 江苏 泰州市高港区 力夫特田河产业园区江平东路598号,0086-0523-86935818,"尼龙绳 , 吊索具 ,  合成纤维吊装带  , 钢丝绳吊索 , 钢板起重钳 ,  绳梯  ,  软梯  , 耐火救生绳 , 尼龙吊带 ",未提供,13852846386,,,225322,,,,,,"法人名称：泰州市力夫特绳网带厂（销售部）主要经营产品：尼龙绳 , 吊索具 ,  合成纤维吊装带  , 钢丝绳吊索 , 钢板起重钳 ,  绳梯  ,  软梯  , 耐火救生绳 , 尼龙吊带 经营状态：在业所属分类：索具公司所属城市：泰州企业网 高港区 顺企编码：12481133",,https://www.11467.com/taizhoushi/co/29798.htm,
泰州市飞达尼龙绳网带厂,中国 江苏 泰州市 江苏省泰州市高港区口岸镇振兴南路,86-0523-6939800,"各规格纤维吊装带  , 尼龙绳 , 复合钢丝绳 , 安全网 , 安全带 , 起重链条 ,  吊索具及工具等 ",张建武,13961087403,,,225322,12480782,,,,,"法人名称：泰州市飞达尼龙绳网带厂主要经营产品：各规格纤维吊装带  , 尼龙绳 , 复合钢丝绳 , 安全网 , 安全带 , 起重链条 ,  吊索具及工具等 经营范围：安全网、安全带、绳、网、带、吊索具、防坠器、软梯、电缆桥架、滑动防坠固定器、自锁器、引纸绳、安全水平绳、三动工具制造，销售。营业执照号码：321203000017436经营状态：在业所属分类：安全带、安全绳公司所属城市：泰州企业网 高港区 高港区口岸顺企编码：12480782",,https://www.11467.com/taizhoushi/co/31901.htm,
江苏泰州市苏中机具厂,中国 江苏 泰州市高港区 田河工业区,86-0523-86962122,"复合吊装绳成套锁具  ,  高强纤维吊装带  ,  起重链条成套锁具  , 引纸绳 , 注塑绳 , 软梯安全带 ",未提供,13004452281,,,225322,,,,,,"法人名称：江苏泰州市苏中机具厂主要经营产品：复合吊装绳成套锁具  ,  高强纤维吊装带  ,  起重链条成套锁具  , 引纸绳 , 注塑绳 , 软梯安全带 经营状态：在业所属分类：液压机械及部件公司所属城市：泰州企业网 高港区 顺企编码：12480726",,https://www.11467.com/taizhoushi/co/30918.htm,
泰州金马带业有限公司(直销部),中国 江苏 泰州市高港区 口岸镇集成11-6号,86-0523-86939520,"尼龙绳 , 安全带 , 扁平吊带 , 安全网 , 柔性吊装带 , 压制钢丝绳 ,  光缆网套连接器  , 吊装索具 ",未提供,15195207363,,,225300,,,,,,"法人名称：泰州金马带业有限公司(直销部)主要经营产品：尼龙绳 , 安全带 , 扁平吊带 , 安全网 , 柔性吊装带 , 压制钢丝绳 ,  光缆网套连接器  , 吊装索具 经营状态：在业所属分类：其他紧固件、连接件公司所属城市：泰州企业网 高港区 高港区口岸顺企编码：12480158",,https://www.11467.com/taizhoushi/co/30615.htm,
葫芦岛天力索具（工业）有限公司,中国 辽宁 葫芦岛市 辽宁省葫芦岛市国家专利技术园区高新七路,86-0429-2929008,"合成纤维吊装带  , 钢丝绳索具 , 链条索具 , 索具配件 , 吊卡具 , 大型吊具 , 机械设备 , 压套机 ",未提供,13898978100,,,125000,,,,,,"法人名称：葫芦岛天力索具（工业）有限公司主要经营产品：合成纤维吊装带  , 钢丝绳索具 , 链条索具 , 索具配件 , 吊卡具 , 大型吊具 , 机械设备 , 压套机 经营状态：在业所属分类：铸造公司所属城市：葫芦岛企业网 龙港区 龙港区葫芦岛顺企编码：5628153",,https://www.11467.com/huludao/co/43165.htm,
惠州奥运吊索具有限公司,中国 广东 惠州市惠城区 金泽物流园旁,86-0752-7905240,捆绑带吊装带,未提供,15016020441,,,516000,,,,,,法人名称：惠州奥运吊索具有限公司主要经营产品：捆绑带吊装带经营状态：在业所属分类：绳索、扎带公司所属城市：惠州企业网 惠城区 顺企编码：5621902,,https://www.11467.com/huizhou/co/73278.htm,
汉中嘉力机械设备有限公司,中国 陕西 汉中市汉台区 汉中市人民路,86-0916-2254378,"拴紧器 , 吊装带 , 钢板钳 , 美式花兰 ,  卸扣  ,  吊钩  , 尼龙绳 , 钢丝绳索具 , 链条索具 , 钢坯吊具 ",未提供,13992647597,,,723000,,,,,,"法人名称：汉中嘉力机械设备有限公司主要经营产品：拴紧器 , 吊装带 , 钢板钳 , 美式花兰 ,  卸扣  ,  吊钩  , 尼龙绳 , 钢丝绳索具 , 链条索具 , 钢坯吊具 经营状态：在业所属分类：螺柱公司所属城市：汉中企业网 汉台区 顺企编码：4932472",,https://www.11467.com/hanzhong/co/22285.htm,
杭州腾力工具有限公司业务部,中国 浙江 杭州市 西湖区振华路206号西港新界1号楼508室,86-0571-87353891,"安全带系列 , 安全腰带列 , 拉紧器系列 , 吊装带系列 , 五金配件系列 , 拖车带系列 ",未提供,13858061205,,,310000,,,,,,"法人名称：杭州腾力工具有限公司业务部主要经营产品：安全带系列 , 安全腰带列 , 拉紧器系列 , 吊装带系列 , 五金配件系列 , 拖车带系列 经营状态：在业所属分类：安全带、安全绳公司所属城市：杭州企业网 西湖区 西湖区西湖顺企编码：4889039",,https://www.11467.com/hangzhou/co/266860.htm,
浙江杭州劲来力五金索具有限公司,中国 浙江 杭州市 杭州萧山区进化镇大汤坞村葛云飞路170号,86 0571  82350808,"扁平吊装带 , 圆形吊装带 , 汽车牵引带 ",未提供,13858006783,,,310000,,,,,,"法人名称：浙江杭州劲来力五金索具有限公司主要经营产品：扁平吊装带 , 圆形吊装带 , 汽车牵引带 经营状态：在业注册资本：无需验资 (万元)所属分类：索具公司所属城市：杭州企业网 萧山区 萧山区进化镇顺企编码：4886852",,https://www.11467.com/hangzhou/co/244859.htm,
杭州腾力工具有限公司内销部,中国 浙江 杭州市 西湖科技园西港新界B1-508,86-0571-87352780,"安全带 ,   , 拉紧器 , 吊装带 , 捆绑带 ",未提供,13606819054,,,310000,,,,,,"法人名称：杭州腾力工具有限公司内销部主要经营产品：安全带 ,   , 拉紧器 , 吊装带 , 捆绑带 经营状态：在业所属分类：救生器材公司所属城市：杭州企业网 西湖区 西湖区西湖顺企编码：4810925",,https://www.11467.com/hangzhou/co/239078.htm,
泰州杰宇机具有限公司,中国 江苏 常州市 泰州市口岸镇振兴南路,86-0523-6916421,"复合吊装绳成套索具 , 引纸绳 , 注塑绳 , 软梯 , 高强纤维吊装带 , 起重链条成套索具 , 安全 ",未提供,13851990671,,,213000,,,,,,"法人名称：泰州杰宇机具有限公司主要经营产品：复合吊装绳成套索具 , 引纸绳 , 注塑绳 , 软梯 , 高强纤维吊装带 , 起重链条成套索具 , 安全 经营状态：在业所属分类：索具公司所属城市：常州企业网顺企编码：1386056",,https://www.11467.com/changzhou/co/111827.htm,
上海友谊起重机械有限公司,中国 湖南 长沙市芙蓉区 长沙市芙蓉区北三片108 号,86-073182274126,"/电动提升机/  , 吊装带 , 手拉葫芦 , 环链电动葫芦 ,  滑车  , 多功能提升机 , 微型电动葫芦 ,  吊机 ",吴娜,13507495675,,,410000,1173382,,,,,"法人名称：上海友谊起重机械有限公司主要经营产品：/电动提升机/  , 吊装带 , 手拉葫芦 , 环链电动葫芦 ,  滑车  , 多功能提升机 , 微型电动葫芦 ,  吊机 经营状态：在业经营模式：经销批发注册资本：50万元 (万元)所属分类：滑轮公司所属城市：长沙企业网 芙蓉区 顺企编码：1173382",,https://www.11467.com/changsha/co/86867.htm,
常州嘉裕带业有限公司,中国 江苏 常州市 江苏省常州市湖塘马家巷陈家塘工业园,86-0519-86195200,"织带  , 箱包带 , 松紧带 , 包边带 , 吊装带 , PP带 ,  圆绳  ,  箱包  , 箱包辅料 , 服装辅料 ",未提供,13401376543,,,213000,,,,,,"法人名称：常州嘉裕带业有限公司主要经营产品：织带  , 箱包带 , 松紧带 , 包边带 , 吊装带 , PP带 ,  圆绳  ,  箱包  , 箱包辅料 , 服装辅料 经营状态：在业所属分类：其他服装辅料公司所属城市：常州企业网 武进区 武进区湖塘镇顺企编码：1253751",,https://www.11467.com/changzhou/co/95340.htm,
长春天诚五金电动葫芦有限公司,中国 吉林 长春市二道区 二道区临河街生产资料市场20栋2号,86-0431-86163288,"电动葫芦 , 电动吊篮 , 千斤顶 , 吊装带 , 平衡器 ,  滑车  ,  绞盘  ,  叉车  , 起重吊钳 , 提升机 , 吊运机 ",未提供,18943165838,,,130012,,,,,,"法人名称：长春天诚五金电动葫芦有限公司主要经营产品：电动葫芦 , 电动吊篮 , 千斤顶 , 吊装带 , 平衡器 ,  滑车  ,  绞盘  ,  叉车  , 起重吊钳 , 提升机 , 吊运机 经营状态：在业所属分类：其他行业专用设备公司所属城市：长春企业网 二道区 二道区吉林顺企编码：987174",,https://www.11467.com/changchun/co/74534.htm,
广佳经贸有限公司,中国 吉林 长春市 长春市自由大路7168号连发大厦,86-0431-84691009,"手拉葫芦 , 电动葫芦 , 千斤顶 , 液压起顶机 , 平衡器 , 卷扬机 ,  绞盘  , 吊装带 ,  拉马  , 搬运小坦克 ",未提供,15948015164,,,13000,,,,,,"法人名称：广佳经贸有限公司主要经营产品：手拉葫芦 , 电动葫芦 , 千斤顶 , 液压起顶机 , 平衡器 , 卷扬机 ,  绞盘  , 吊装带 ,  拉马  , 搬运小坦克 经营状态：在业所属分类：起重机公司所属城市：长春企业网 二道区 二道区吉林顺企编码：981869",,https://www.11467.com/changchun/co/73689.htm,
保定索力特机械设备有限公司（销售部）,中国 河北 保定市 保定市长城北大街后营工业园区,86-03122255113,"索具  , 吊装带 ,  吊环  ,  吊钩  , 钢丝绳压套机 , 钢丝绳插套机 , 钢丝绳切断器 , 液压搬运车 , 永磁吸吊 ",姚经理,13722279769,,,71000,511637,,,,,"法人名称：保定索力特机械设备有限公司（销售部）主要经营产品：索具  , 吊装带 ,  吊环  ,  吊钩  , 钢丝绳压套机 , 钢丝绳插套机 , 钢丝绳切断器 , 液压搬运车 , 永磁吸吊 经营状态：在业经营模式：生产加工注册资本：1000万元 (万元)所属分类：其他紧固件、连接件公司所属城市：保定企业网顺企编码：511637",,https://www.11467.com/baoding/co/58537.htm,
中国巨力集团吊索具公司,中国 辽宁 鞍山市 铁东区一道街139栋3号,86-0412-2251956,"吊索具系列 , 吊装带 , 专用夹具 ,  吊具 横梁  , 压套机插套机 , 钢丝绳索具 , 链条索具 , 索具配件 ",未提供,13504121390,,,114000,,,,,,"法人名称：中国巨力集团吊索具公司主要经营产品：吊索具系列 , 吊装带 , 专用夹具 ,  吊具 横梁  , 压套机插套机 , 钢丝绳索具 , 链条索具 , 索具配件 经营状态：在业所属分类：链轮公司所属城市：鞍山企业网 铁东区 顺企编码：388302",,https://www.11467.com/anshan/co/72474.htm,
经典起重设备宏森特商贸有限公司,中国 天津 天津市河东区 渤海创智大厦1811室,86-022-24326611,"手扳葫芦 , 手拉葫芦 , 电动葫芦 , 千斤顶 , 搬运小坦克 ,  绞盘  , 吊装带 , 起重滑车 , 液压拉马 ",未提供,13902068946,,,300011,,,,,,"法人名称：经典起重设备宏森特商贸有限公司主要经营产品：手扳葫芦 , 手拉葫芦 , 电动葫芦 , 千斤顶 , 搬运小坦克 ,  绞盘  , 吊装带 , 起重滑车 , 液压拉马 经营状态：在业所属分类：起重机公司所属城市：天津企业网顺企编码：18715619",,https://www.11467.com/tianjin/co/62007.htm,
天津劲凯手拉葫芦起重设备商贸有限公司,中国 天津 天津市 天津市红桥区金鑫科技大厦26层2610,86-022-27323336,"手拉葫芦 , 手扳葫芦 , 电动葫芦 ,  滑车  , 千斤顶 , 搬运小坦克 , 吊装带 , 起重卸扣 , 起重索具配件 ",未提供,13802125963,,,300122,,,,,,"法人名称：天津劲凯手拉葫芦起重设备商贸有限公司主要经营产品：手拉葫芦 , 手扳葫芦 , 电动葫芦 ,  滑车  , 千斤顶 , 搬运小坦克 , 吊装带 , 起重卸扣 , 起重索具配件 经营状态：在业所属分类：装载机械公司所属城市：天津企业网顺企编码：18653324",,https://www.11467.com/tianjin/co/98918.htm,
上海玉蝶起重有限公司,中国 上海 上海市嘉定区 上海市胜辛路355号,86- 021 -54865701,"起重磁吊 , 手拉葫芦配件 , 手拉葫芦 , 动葫芦 , 手扳葫芦 , 起重链条 ,  滑车  ,  滑车  , 紧线器 , 吊装带 ",未提供,13513127127,,,200000,,,,,,"法人名称：上海玉蝶起重有限公司主要经营产品：起重磁吊 , 手拉葫芦配件 , 手拉葫芦 , 动葫芦 , 手扳葫芦 , 起重链条 ,  滑车  ,  滑车  , 紧线器 , 吊装带 经营状态：在业所属分类：工程机械配件公司所属城市：上海企业网 嘉定区 嘉定区嘉定镇顺企编码：18498965",,https://www.11467.com/shanghai/co/317754.htm,
卓引特上海吊装带索具有限公司,中国 上海 上海市青浦区 沪青平公路6335号,86-021-50925309,"钢丝绳 , 吊装带 ,  链条  ,  卸扣  , 千斤顶 , 手拉葫芦 ,  滑车  ,  锚链  , 钢板钳 , 搬运车 , 栓紧器 ",未提供,13916868356,,,200000,,,,,,"法人名称：卓引特上海吊装带索具有限公司主要经营产品：钢丝绳 , 吊装带 ,  链条  ,  卸扣  , 千斤顶 , 手拉葫芦 ,  滑车  ,  锚链  , 钢板钳 , 搬运车 , 栓紧器 经营状态：在业所属分类：索具公司所属城市：上海企业网 青浦区 顺企编码：18393580",,https://www.11467.com/shanghai/co/807112.htm,
轶鹰起重机械有限公司,中国 上海 上海市杨浦区 上海市隆昌路40弄8号,86-021-64195879,"电动葫芦 , 手拉葫芦 , 手扳葫芦 , 千斤顶 , 滑车系列 , 吊装带 , 捆绑器 , 紧线器 , 坦克车 ",未提供,13223201828,,,200090,,,,,,"法人名称：轶鹰起重机械有限公司主要经营产品：电动葫芦 , 手拉葫芦 , 手扳葫芦 , 千斤顶 , 滑车系列 , 吊装带 , 捆绑器 , 紧线器 , 坦克车 经营状态：在业所属分类：工程机械配件公司所属城市：上海企业网 杨浦区 顺企编码：18386025",,https://www.11467.com/shanghai/co/975226.htm,
泰州市振兴特种绳类有限公司上海办事处,中国 上海 上海市 浦东世纪大道胜康廖氏大厦10楼,86-021-68300192,"复合吊装绳 ,  高强纤维吊装带  ,  起重链条成套工具  , 注塑绳 , 引纸绳 ,  软梯  , 安全带 ",未提供,13636305840,,,200000,,,,,,"法人名称：泰州市振兴特种绳类有限公司上海办事处主要经营产品：复合吊装绳 ,  高强纤维吊装带  ,  起重链条成套工具  , 注塑绳 , 引纸绳 ,  软梯  , 安全带 经营状态：在业所属分类：铸造公司所属城市：上海企业网顺企编码：18342540",,https://www.11467.com/shanghai/co/670793.htm,
北京天马吊索具有限公司,中国 上海 上海市 浦东新区金新路58号银桥大厦1016室,86-021-50325551,"吊索具 , 钢丝绳 ,  卸口  , 钢板钩 , 吊装带 ,  链条  , 手拉葫芦 ,  吊钩  ,  吊梁  , 永磁吸吊器 , 搬运小车 ",未提供,13641650124,,,201206,,,,,,"法人名称：北京天马吊索具有限公司主要经营产品：吊索具 , 钢丝绳 ,  卸口  , 钢板钩 , 吊装带 ,  链条  , 手拉葫芦 ,  吊钩  ,  吊梁  , 永磁吸吊器 , 搬运小车 经营状态：在业所属分类：船用五金配件公司所属城市：上海企业网顺企编码：18288560",,https://www.11467.com/shanghai/co/667861.htm,
上海湘湘织带有限公司,中国 上海 上海市 浦东新区川沙路南端即六团镇普新路369号,86-21-50968308,"箱 包 带 , 绳  ,  质 量 保 证  ,  信 誉 第 一  ,  送 货 上 门  , 安全带 , 吊装带 , 保险带 ",未提供,13818109196,,,201202,,,,,,"法人名称：上海湘湘织带有限公司主要经营产品：箱 包 带 , 绳  ,  质 量 保 证  ,  信 誉 第 一  ,  送 货 上 门  , 安全带 , 吊装带 , 保险带 经营状态：在业所属分类：纺纱加工公司所属城市：上海企业网顺企编码：18249794",,https://www.11467.com/shanghai/co/663150.htm,
上海起泽环链电动葫芦有限公司,中国 上海 上海市嘉定区 金浩路15号,86-021-61174786,"手拉葫芦 , 电动葫芦 , 环链电动葫芦 , 弹簧平衡器 , 吊装带 , 微型电动葫芦 , 永磁起重器 , 起重链条 ",未提供,13564875111,,,201800,,,,,,"法人名称：上海起泽环链电动葫芦有限公司主要经营产品：手拉葫芦 , 电动葫芦 , 环链电动葫芦 , 弹簧平衡器 , 吊装带 , 微型电动葫芦 , 永磁起重器 , 起重链条 经营状态：在业所属分类：起重机公司所属城市：上海企业网 嘉定区 嘉定区嘉定镇顺企编码：18259779",,https://www.11467.com/shanghai/co/317790.htm,
上海史壮克织带有限公司业务部,中国 上海 上海市 嘉定区黄渡工业园区星塔路1202号,86-021-69593018,"涤纶织带 , 工业吊装带 , 货物网 , 安全带 , 织带整组 ,  配五金件织带整组 ",未提供,15901946296,,,201804,,,,,,"法人名称：上海史壮克织带有限公司业务部主要经营产品：涤纶织带 , 工业吊装带 , 货物网 , 安全带 , 织带整组 ,  配五金件织带整组 经营状态：在业所属分类：索具公司所属城市：上海企业网 嘉定区 嘉定区嘉定镇顺企编码：18201526",,https://www.11467.com/shanghai/co/322763.htm,
上海天古力索具(实业)有限公司,中国 上海 上海市浦东新区 芳华路188弄,86-021-50425336,"起重吊索具 , 吊装带 , 钢丝绳 , 压制索具 , 插编钢丝绳 , 钢板钳 ,  吊钩 ",未提供,15900673011,,,200000,,,,,,"法人名称：上海天古力索具(实业)有限公司主要经营产品：起重吊索具 , 吊装带 , 钢丝绳 , 压制索具 , 插编钢丝绳 , 钢板钳 ,  吊钩 经营状态：在业所属分类：机械其他未分类公司所属城市：上海企业网顺企编码：18163695",,https://www.11467.com/shanghai/co/668703.htm,
上海田川织带有限公司 经理部,中国 上海 上海市 青浦区赵巷镇新城开发一区4-9号,86-021-59751480,"吊装带 , 捆绑带 , 牵引带 , 箱包带 ",未提供,13916472727,,,201703,,,,,,"法人名称：上海田川织带有限公司 经理部主要经营产品：吊装带 , 捆绑带 , 牵引带 , 箱包带 经营状态：在业所属分类：箱体公司所属城市：上海企业网 青浦区 青浦区赵巷镇顺企编码：18140875",,https://www.11467.com/shanghai/co/804598.htm,
巨力索具股份(上海)有限公司,中国 上海 上海市 浦东新区康桥路789号,86-021-58125812,"吊索具 , 锻造索具 , 冶金夹具 ,  卸扣  , 钢丝绳索具 , 钢丝绳 ,  缆索  , 吊装带 , 吊装钳 ,  吊梁  , 钢拉杆 ",未提供,13816800979,,,201315,,,,,,"法人名称：巨力索具股份(上海)有限公司主要经营产品：吊索具 , 锻造索具 , 冶金夹具 ,  卸扣  , 钢丝绳索具 , 钢丝绳 ,  缆索  , 吊装带 , 吊装钳 ,  吊梁  , 钢拉杆 经营状态：在业所属分类：滑轮公司所属城市：上海企业网 南汇区 南汇区康桥镇顺企编码：17750699",,https://www.11467.com/shanghai/co/675740.htm,
巨力上海钢丝绳吊装索具公司,中国 上海 上海市 浦东康桥路789号,86-021-58125812,"钢丝绳索具 , 钢丝绳 ,  合成纤维吊装带  , 钢拉杆 , 冶金夹具 ,  缆索  , 设备制造 , 钢构工程 , 锻造索具 ",未提供,13818884192,,,201315,,,,,,"法人名称：巨力上海钢丝绳吊装索具公司主要经营产品：钢丝绳索具 , 钢丝绳 ,  合成纤维吊装带  , 钢拉杆 , 冶金夹具 ,  缆索  , 设备制造 , 钢构工程 , 锻造索具 经营状态：在业所属分类：桥架公司所属城市：上海企业网 南汇区 南汇区康桥镇顺企编码：17750028",,https://www.11467.com/shanghai/co/656396.htm,
巨力集团上海有限公司（起重工具生产销售）,中国 上海 上海市 上海市浦东新区康桥路789号,86-021-58125812,"钢丝绳 , 钢丝绳索具 , 吊装带 , 锻造索具 ,  卸扣  ,  揽索  , 钢拉杆 , 吊装钳 , 冶金夹具 ,  吊梁 ",未提供,13918912616,,,201315,,,,,,"法人名称：巨力集团上海有限公司（起重工具生产销售）主要经营产品：钢丝绳 , 钢丝绳索具 , 吊装带 , 锻造索具 ,  卸扣  ,  揽索  , 钢拉杆 , 吊装钳 , 冶金夹具 ,  吊梁 经营状态：在业所属分类：其他紧固件、连接件公司所属城市：上海企业网 南汇区 南汇区康桥镇顺企编码：17749657",,https://www.11467.com/shanghai/co/673972.htm,
